location_id,location_name,date,wind_speed,wind_unit,wind_direction,gust_speed,session
LOC06,cabarete,Sep 18 2023,8.0,knots,270,9.0,morning
LOC06,cabarete,May 31 2023,23.8 knots,knots,E,27.7,afternoon
LOC07,Dakhla,06 Aug 2024,1,beaufort,270°,4.0,morning
LOC03,TARIFA,Nov 01 2024,7,beaufort,90°,33.7,afternoon
LOC05,capetown,2024-06-02,7.0 m/s,m/s,315°,17.4,allday
LOC03,"Tarifa, Spain",03/20/2024,26.0,knots,270°,29.6,afternoon
LOC02,Jeri,01/02/2023,33.7 km/h,km/h,S,24.0,allday
LOC03,Tarifa,Aug 14 2024,41.1 km/h,km/h,E,27.0,afternoon
LOC03,Tarifa,03/05/2024,6,beaufort,north,32.1,afternoon
LOC02,Jeri,30 Dec 2023,25.4,knots,315,30.4,allday
LOC07,DAKHLA,28 Mar 2024,6.5 m/s,m/s,0,15.0,morning
LOC08,Ilha Guajiru,19 Jan 2024,21.6 knots,knots,270°,27.2,allday
LOC07,DAKHLA,17/05/2023,6.1 m/s,m/s,180°,14.1,afternoon
LOC04,maui,28/08/2023,27.6 km/h,km/h,90,19.7,allday
LOC07,DAKHLA,09 Jul 2023,8.2,knots,west,10.3,morning
LOC06,Cabarete,08 Dec 2023,9.9 knots,knots,225°,13.3,morning
LOC06,Cabarete,19 Jun 2024,6.1,knots,0°,8.2,morning
LOC05,"Cape Town, South Africa",28/06/2023,26.8 knots,knots,270°,29.8,allday
LOC02,jericoacoara,Jun 03 2023,37.6 km/h,km/h,90,27.0,allday
LOC03,Tarifa,2024-09-02,17.6 km/h,km/h,SE,11.6,morning
LOC08,Guajiru,Feb 16 2024,9.2 m/s,m/s,315°,20.4,allday
LOC07,DAKHLA,04/05/2024,7.4 m/s,m/s,90°,16.9,morning
LOC01,"Cumbuco, Brazil",Apr 09 2024,8.7 m/s,m/s,NE,22.2,allday
LOC08,"Ilha do Guajiru, Brazil",Mar 03 2023,48.7 km/h,km/h,south,36.2,allday
LOC09,"Lake Garda, Italy",29 Apr 2023,3,beaufort,southeast,16.9,afternoon
LOC09,Lago di Garda,30/01/2023,7,beaufort,315°,30.8,morning
LOC08,Guajiru,05/12/2023,11.3 m/s,m/s,southeast,26.9,allday
LOC06,"Cabarete, Dominican Rep.",Feb 22 2024,9.0 knots,knots,west,4.4,morning
LOC10,Boracay,09/01/2024,20.3 knots,knots,135°,28.0,allday
LOC06,cabarete,2024-04-16,-5.0,knots,S,7.4,morning
LOC03,TARIFA,20 Jan 2024,0.8 m/s,m/s,0°,1.9,morning
LOC07,Dakhla,02/20/2024,16.5 km/h,km/h,northwest,11.0,morning
LOC07,Dakhla,12/07/2024,26.5 km/h,km/h,180,19.2,morning
LOC02,jericoacoara,15 Jun 2024,40.0 km/h,km/h,225,29.3,allday
LOC09,"Lake Garda, Italy",03/29/2024,5,beaufort,135,25.5,morning
LOC02,"Jericoacoara, Brazil",02 Sep 2023,4,beaufort,SW,21.4,allday
LOC07,"Dakhla, Morocco",26/09/2023,33.9 km/h,km/h,northwest,25.5,afternoon
LOC06,cabarete,Oct 11 2023,35.7 km/h,km/h,northeast,,afternoon
LOC02,Jeri,Jul 30 2023,22.7 knots,knots,180°,31.0,allday
LOC06,cabarete,03/28/2024,43.2 km/h,km/h,northwest,32.0,afternoon
LOC06,cabarete,Jul 02 2023,10.6 m/s,m/s,SE,26.4,afternoon
LOC03,"Tarifa, Spain",21/04/2024,18.1 knots,knots,45°,23.9,afternoon
LOC10,Boracay,13 Oct 2024,150.0,knots,90,23.7,allday
LOC06,Cabarete,Nov 28 2023,18.1,knots,northeast,23.8,afternoon
LOC06,"Cabarete, Dominican Rep.",2023-01-17,10.3 m/s,m/s,225°,23.0,afternoon
LOC06,Cabarete,2024-01-31,23.7 km/h,km/h,90,15.1,morning
LOC04,"Maui, Hawaii",2023-11-22,0.0,knots,90°,17.3,allday
LOC05,Cape Town,Sep 13 2023,6,beaufort,east,31.9,allday
LOC10,"Boracay, Philippines",12/19/2023,20.9 knots,knots,0°,25.0,allday
LOC07,Dakhla,Nov 29 2024,4,beaufort,east,16.5,morning
LOC07,DAKHLA,10 Nov 2023,4,beaufort,NE,18.6,morning
LOC03,TARIFA,08 Nov 2024,13.0,knots,0°,17.3,afternoon
LOC02,"Jericoacoara, Brazil",02/08/2023,11.7 m/s,m/s,SE,25.7,allday
LOC09,"Lake Garda, Italy",24/09/2024,16.3 knots,knots,90°,,afternoon
LOC03,TARIFA,Jul 31 2023,24.5 knots,knots,270°,,afternoon
LOC09,Garda,23/05/2024,13.8 knots,knots,90,18.4,afternoon
LOC05,Cape Town,04/26/2024,5.3,knots,N,7.1,allday
LOC06,cabarete,2024-03-03,21.2 knots,knots,90°,24.5,afternoon
LOC10,Boracay,12 Mar 2023,4,beaufort,0°,15.7,allday
LOC04,Maui,Dec 26 2023,37.8 km/h,km/h,45,27.8,allday
LOC03,TARIFA,09/20/2024,1,beaufort,135°,6.3,morning
LOC08,"Ilha do Guajiru, Brazil",2024-12-13,11.9 m/s,m/s,315,26.3,allday
LOC08,"Ilha do Guajiru, Brazil",2023-04-28,20.5,knots,northeast,24.4,allday
LOC02,jericoacoara,Aug 11 2024,44.6 km/h,km/h,315,,allday
LOC08,"Ilha do Guajiru, Brazil",11/08/2023,26.8,knots,east,29.6,allday
LOC09,"Lake Garda, Italy",23/02/2023,6,beaufort,NE,14.9,afternoon
LOC06,Cabarete,2024-02-07,4,beaufort,S,9.0,morning
LOC07,"Dakhla, Morocco",27/09/2024,30.9 km/h,km/h,270,20.3,afternoon
LOC08,Guajiru,2024-01-07,43.2 km/h,km/h,east,16.4,allday
LOC07,Dakhla,2023-12-02,5,beaufort,90,21.3,morning
LOC07,DAKHLA,05/06/2024,17.9 knots,knots,90,20.8,morning
LOC04,maui,02/08/2024,6,beaufort,45,31.1,allday
LOC04,"Maui, Hawaii",01/09/2024,7.9 m/s,m/s,northwest,18.8,allday
LOC06,Cabarete,07/15/2023,26.9 knots,knots,45°,35.1,afternoon
LOC03,Tarifa,Jun 05 2024,4,beaufort,NW,19.9,afternoon
LOC07,DAKHLA,2023-03-24,13.2,knots,270°,15.6,morning
LOC07,DAKHLA,2024-11-24,3.4 m/s,m/s,SW,7.9,morning
LOC08,Guajiru,01 Dec 2024,29.1 knots,knots,northwest,33.8,allday
LOC06,Cabarete,2023-03-13,28.2 knots,knots,270°,35.6,afternoon
LOC07,Dakhla,12 Dec 2023,11.7,knots,NE,14.1,morning
LOC09,"Lake Garda, Italy",2024-01-14,34.3 km/h,km/h,135°,22.4,morning
LOC08,Guajiru,Mar 20 2023,6,beaufort,NW,24.1,allday
LOC03,"Tarifa, Spain",09/08/2023,1,beaufort,90,4.7,morning
LOC09,"Lake Garda, Italy",Mar 03 2024,21.8 knots,knots,0°,24.3,afternoon
LOC06,cabarete,17 Nov 2024,6.0,knots,90°,7.6,morning
LOC09,Garda,07 Mar 2023,14.9,knots,270,18.9,morning
LOC06,"Cabarete, Dominican Rep.",01/05/2024,3.6 m/s,m/s,0°,9.0,morning
LOC04,"Maui, Hawaii",Jan 09 2023,42.6 km/h,km/h,180°,29.6,allday
LOC01,cumbuco,24/07/2024,21.0 knots,knots,225,28.5,allday
LOC02,"Jericoacoara, Brazil",Dec 18 2024,21.2 knots,knots,E,24.9,allday
LOC10,boracay,Sep 29 2024,5,beaufort,north,23.9,allday
LOC07,DAKHLA,05/08/2024,10.0,knots,E,12.2,morning
LOC08,Ilha Guajiru,06/08/2024,29.2 knots,knots,W,40.8,allday
LOC08,Ilha Guajiru,2023-05-28,6,beaufort,225°,10.6,allday
LOC07,DAKHLA,10/09/2024,13.0 km/h,km/h,SW,8.2,morning
LOC04,Maui,2023-11-27,32.6 km/h,km/h,315,20.5,allday
LOC10,Boracay,10/29/2024,5,beaufort,NE,24.4,allday
LOC05,capetown,12/18/2023,4,beaufort,E,16.8,allday
LOC06,Cabarete,Jan 13 2023,11.3 m/s,m/s,northwest,28.4,afternoon
LOC09,Garda,May 09 2023,24.9 knots,knots,east,31.6,morning
LOC04,maui,Oct 05 2024,20.8,knots,E,24.2,allday
LOC09,Garda,07/12/2024,25.9 km/h,km/h,315,16.7,afternoon
LOC08,Ilha Guajiru,Jul 22 2023,-5.0,knots,NE,29.0,allday
LOC03,"Tarifa, Spain",2024-11-27,35.2 km/h,km/h,SW,,afternoon
LOC09,Lago di Garda,05/16/2024,4,beaufort,NW,22.0,afternoon
LOC06,Cabarete,16/11/2023,12.2 km/h,km/h,N,8.4,morning
LOC02,Jeri,08/30/2024,12.9 m/s,m/s,180°,33.0,allday
LOC04,"Maui, Hawaii",01/02/2024,6.2 m/s,m/s,135°,14.3,allday
LOC07,"Dakhla, Morocco",24/07/2024,20.4 knots,knots,north,23.0,afternoon
LOC09,"Lake Garda, Italy",11/20/2024,18.6 knots,knots,NE,22.2,afternoon
LOC01,cumbuco,10/12/2024,24.6 knots,knots,225,31.3,allday
LOC04,maui,Jan 07 2023,9.2 m/s,m/s,315°,23.9,allday
LOC03,Tarifa,17 Feb 2024,5.6 m/s,m/s,225°,12.9,morning
LOC06,"Cabarete, Dominican Rep.",2024-06-02,25.6 km/h,km/h,W,17.5,afternoon
LOC09,Lago di Garda,2023-01-15,13.4 m/s,m/s,north,34.0,morning
LOC04,maui,09/17/2024,19.0,knots,E,25.2,allday
LOC03,"Tarifa, Spain",10/10/2024,10.0 km/h,km/h,SE,6.6,morning
LOC07,DAKHLA,03/29/2023,15.1 m/s,m/s,S,34.9,afternoon
LOC06,cabarete,2023-03-02,4.5 m/s,m/s,225,9.6,morning
LOC06,Cabarete,2024-10-13,15.6 km/h,km/h,135,11.0,morning
LOC03,Tarifa,23 Mar 2023,8.3 km/h,km/h,west,5.6,morning
LOC08,Ilha Guajiru,Feb 07 2024,10.0 m/s,m/s,225°,26.2,allday
LOC03,"Tarifa, Spain",29 Jul 2024,7.5,knots,90°,10.4,morning
LOC07,Dakhla,2023-02-14,23.5,knots,270,27.0,afternoon
LOC04,Maui,10/28/2023,16.8,knots,south,13.1,allday
LOC07,DAKHLA,01/20/2024,30.2 km/h,km/h,W,20.8,afternoon
LOC06,Cabarete,29 Apr 2024,33.7 km/h,km/h,90°,20.3,afternoon
LOC09,Garda,17 May 2023,8,beaufort,E,39.8,morning
LOC10,Boracay,2023-01-16,27.6 km/h,km/h,90°,19.1,allday
LOC02,"Jericoacoara, Brazil",11/06/2024,43.0 km/h,km/h,SE,31.3,allday
LOC09,Garda,Dec 13 2023,4,beaufort,0,16.2,afternoon
LOC02,Jeri,2023-09-18,26.0,knots,E,34.0,allday
LOC04,Maui,2024-08-31,5,beaufort,southwest,24.1,allday
LOC01, Cumbuco,Apr 24 2023,5,beaufort,NW,22.7,allday
LOC02,"Jericoacoara, Brazil",2023-07-08,45.4 km/h,km/h,180°,27.6,allday
LOC03,"Tarifa, Spain",Jun 21 2024,13.8 m/s,m/s,W,36.4,afternoon
LOC03,Tarifa,Apr 02 2023,0.0,knots,SE,12.4,morning
LOC01,"Cumbuco, Brazil",2023-06-15,17.1 knots,knots,west,20.7,allday
LOC06,"Cabarete, Dominican Rep.",11/13/2024,16.0,knots,north,18.5,afternoon
LOC07,"Dakhla, Morocco",25 Jul 2024,5.7,knots,180°,,morning
LOC06,cabarete,May 03 2023,22.1 knots,knots,180°,30.9,afternoon
LOC02,"Jericoacoara, Brazil",07 Aug 2023,25.2 knots,knots,315°,34.3,allday
LOC06,"Cabarete, Dominican Rep.",29/04/2023,10.6,knots,NE,12.8,morning
LOC10,"Boracay, Philippines",2024-06-29,5,beaufort,270,24.7,allday
LOC05,"Cape Town, South Africa",2023-05-24,33.3,knots,southeast,41.0,allday
LOC03,TARIFA,2024-06-20,6.3,knots,northeast,7.4,morning
LOC06,cabarete,Jan 10 2024,36.5 km/h,km/h,135°,24.3,afternoon
LOC03,TARIFA,09 Dec 2024,7.3 knots,knots,315°,8.5,morning
LOC10,boracay,07/17/2023,20.9 knots,knots,east,29.0,allday
LOC07,"Dakhla, Morocco",05/01/2023,11.3 m/s,m/s,225°,24.6,morning
LOC09,"Lake Garda, Italy",05/02/2023,19.6,knots,NE,22.2,morning
LOC06,cabarete,02/14/2023,1,beaufort,E,,morning
LOC06,cabarete,2023-02-21,1.8,knots,NE,2.4,morning
LOC08,"Ilha do Guajiru, Brazil",May 11 2023,6,beaufort,S,27.9,allday
LOC03,Tarifa,19/06/2024,44.6 km/h,km/h,NW,19.4,afternoon
LOC02,Jeri,19/01/2024,21.0 knots,knots,135°,26.0,allday
LOC10,boracay,2024-08-03,0.0,knots,180°,14.8,allday
LOC01, Cumbuco,Oct 26 2023,18.1,knots,90°,24.8,allday
LOC03,Tarifa,01/05/2023,15.8 knots,knots,north,19.2,afternoon
LOC04,maui,27 Mar 2024,15.2,knots,north,18.1,allday
LOC03,"Tarifa, Spain",12/10/2024,22.8,knots,NW,31.2,afternoon
LOC06,Cabarete,Oct 17 2024,14.0 knots,knots,135°,16.4,afternoon
LOC09,"Lake Garda, Italy",16/06/2023,14.1 knots,knots,315,,afternoon
LOC06,cabarete,12/11/2023,9.6,knots,northeast,11.0,morning
LOC09,Garda,09/11/2024,7.0 m/s,m/s,315,16.1,afternoon
LOC07,DAKHLA,Sep 19 2023,12.7 m/s,m/s,south,28.8,afternoon
LOC05,Cape Town,29/11/2024,0.0,knots,315,0.0,allday
LOC08,Ilha Guajiru,Feb 06 2023,16.6 knots,knots,NW,22.7,allday
LOC10,Boracay,17 Jan 2023,21.3 km/h,km/h,180,13.8,allday
LOC06,cabarete,2023-04-07,5.3 knots,knots,315°,5.9,morning
LOC07,DAKHLA,19/01/2023,10.4,knots,135°,12.3,morning
LOC09,"Lake Garda, Italy",Jun 21 2023,10.6,knots,135°,12.7,morning
LOC03,Tarifa,Dec 01 2023,20.0,knots,270°,22.6,afternoon
LOC06,"Cabarete, Dominican Rep.",04 May 2024,6.1,knots,0,,morning
LOC07,DAKHLA,2023-09-17,47.8 km/h,km/h,SE,30.2,afternoon
LOC08,Ilha Guajiru,24 Mar 2023,19.2,knots,W,22.1,allday
LOC09,Garda,11/02/2023,37.0 km/h,km/h,180°,9.6,afternoon
LOC03,"Tarifa, Spain",21 Jul 2023,26.7,knots,0,34.1,afternoon
LOC09,Lago di Garda,06 Jul 2023,9.4 knots,knots,NW,12.8,afternoon
LOC09,"Lake Garda, Italy",22/11/2023,18.1,knots,northeast,24.0,afternoon
LOC10,boracay,04 Jan 2024,9.6 m/s,m/s,315°,25.1,allday
LOC06,Cabarete,07 Nov 2024,7.9 knots,knots,90,,morning
LOC01,"Cumbuco, Brazil",08/30/2024,5,beaufort,135°,21.4,allday
LOC10,"Boracay, Philippines",08/13/2023,15.2,knots,NW,18.8,allday
LOC02,jericoacoara,29 Dec 2023,13.5 knots,knots,90°,16.8,allday
LOC09,Lago di Garda,2023-04-27,8,beaufort,north,35.3,morning
LOC07,DAKHLA,Sep 15 2024,21.8 knots,knots,90°,26.8,morning
LOC09,Lago di Garda,2024-10-24,35.9 km/h,km/h,NE,24.3,morning
LOC06,cabarete,03/06/2023,24.8,knots,SW,34.4,afternoon
LOC01,cumbuco,10 Jun 2023,17.9,knots,SE,20.4,allday
LOC01,"Cumbuco, Brazil",23/07/2023,20.2,knots,northeast,24.1,allday
LOC09,Lago di Garda,Aug 28 2023,4,beaufort,90,18.3,afternoon
LOC07,Dakhla,10/28/2023,40.6 km/h,km/h,southwest,15.6,afternoon
LOC06,Cabarete,15/10/2023,22.6 km/h,km/h,NW,16.6,afternoon
LOC04,"Maui, Hawaii",2023-02-08,4,beaufort,315,18.1,allday
LOC08,Ilha Guajiru,11/06/2024,10.4 m/s,m/s,south,,allday
LOC03,"Tarifa, Spain",05/15/2024,41.7 km/h,km/h,W,29.3,afternoon
LOC02,jericoacoara,2024-05-14,12.0 m/s,m/s,northeast,29.5,allday
LOC09,Garda,26 May 2024,12.9 knots,knots,315°,16.0,afternoon
LOC04,Maui,2023-05-31,8.7 m/s,m/s,270,18.7,allday
LOC06,cabarete,11/04/2024,6,beaufort,NE,29.6,afternoon
LOC10,Boracay,07/31/2024,20.6 knots,knots,315,28.5,allday
LOC07,Dakhla,28/07/2023,7,beaufort,45°,,afternoon
LOC09,Garda,12/21/2024,27.4 km/h,km/h,SE,17.5,afternoon
LOC07,"Dakhla, Morocco",08/04/2024,13.2 knots,knots,W,9.8,morning
LOC05,Cape Town,16/09/2024,5,beaufort,SE,28.3,allday
LOC07,"Dakhla, Morocco",05/12/2023,3,beaufort,0°,14.9,morning
LOC04,maui,2024-02-02,150.0,knots,270°,,allday
LOC05,capetown,2024-02-12,16.8 m/s,m/s,90°,17.0,allday
LOC03,TARIFA,07/10/2024,7,beaufort,NE,29.2,afternoon
LOC05,Cape Town,25 Oct 2024,22.4,knots,225°,11.1,allday
LOC05,Cape Town,08 Dec 2024,75.4 km/h,km/h,90°,54.3,allday
LOC07,Dakhla,17 Nov 2023,14.8 km/h,km/h,180°,9.2,morning
LOC05,capetown,Sep 08 2023,150.0,knots,135°,10.7,allday
LOC07,Dakhla,08/02/2023,9.7 knots,knots,315,12.1,morning
LOC07,Dakhla,08 Jun 2023,7,beaufort,south,33.6,afternoon
LOC06,cabarete,17 Jul 2023,46.3 km/h,km/h,225°,33.5,afternoon
LOC06,"Cabarete, Dominican Rep.",2023-09-22,11.3,knots,0,14.8,morning
LOC02,"Jericoacoara, Brazil",May 07 2023,10.1 m/s,m/s,0,24.9,allday
LOC09,Lago di Garda,25/01/2023,22.8 km/h,km/h,NE,,afternoon
LOC09,"Lake Garda, Italy",21/12/2023,10.3 m/s,m/s,southwest,25.2,morning
LOC03,"Tarifa, Spain",17/07/2024,4,beaufort,northwest,8.9,afternoon
LOC05,"Cape Town, South Africa",24/06/2023,37.1 knots,knots,225°,32.1,allday
LOC03,TARIFA,26/08/2024,4.0 knots,knots,E,4.7,morning
LOC06,Cabarete,02 Jul 2024,30.7 km/h,km/h,NE,21.0,afternoon
LOC08,Ilha Guajiru,25/12/2024,12.8 m/s,m/s,270°,27.9,allday
LOC06,"Cabarete, Dominican Rep.",Mar 08 2023,11.9 km/h,km/h,135°,7.5,morning
LOC03,"Tarifa, Spain",01/04/2024,5,beaufort,NE,16.8,afternoon
LOC01, Cumbuco,2024-10-11,27.6 km/h,km/h,NW,16.5,allday
LOC03,TARIFA,11/04/2024,13.0 m/s,m/s,S,33.0,afternoon
LOC07,"Dakhla, Morocco",21/06/2023,6.9 m/s,m/s,225°,16.9,morning
LOC09,"Lake Garda, Italy",18/03/2024,18.6,knots,east,23.8,morning
LOC09,Garda,2024-05-27,21.5 km/h,km/h,0,15.0,afternoon
LOC07,DAKHLA,08/05/2023,22.8 km/h,km/h,270,16.8,morning
LOC01,cumbuco,2024-09-07,34.6 km/h,km/h,225°,26.0,allday
LOC09,Lago di Garda,2024-01-27,23.7 km/h,km/h,90,16.5,morning
LOC03,"Tarifa, Spain",07/24/2024,4,beaufort,northeast,20.7,afternoon
LOC01,cumbuco,2023-02-23,18.0 knots,knots,135,20.1,allday
LOC04,maui,20 Mar 2024,5,beaufort,east,24.3,allday
LOC08,Guajiru,06 Jan 2024,8.1 m/s,m/s,SE,13.4,allday
LOC03,TARIFA,May 16 2023,47.6 km/h,km/h,0°,34.5,afternoon
LOC09,"Lake Garda, Italy",12 Dec 2024,11.4 m/s,m/s,NE,27.8,morning
LOC09,Lago di Garda,17/02/2023,38.3 km/h,km/h,W,28.8,morning
LOC03,Tarifa,01/16/2023,33.0 knots,knots,S,45.1,afternoon
LOC01,"Cumbuco, Brazil",05 Feb 2023,8.4 m/s,m/s,315,,allday
LOC07,"Dakhla, Morocco",10 Jun 2023,16.0 knots,knots,0,21.1,afternoon
LOC02,jericoacoara,14/03/2023,18.0,knots,225°,21.3,allday
LOC06,cabarete,25 Oct 2023,30.6 km/h,km/h,0,19.5,afternoon
LOC08,Ilha Guajiru,20/09/2023,5,beaufort,315°,21.7,allday
LOC08,Guajiru,Mar 20 2024,22.4,knots,northwest,25.4,allday
LOC02,jericoacoara,Sep 17 2023,6,beaufort,45,32.9,allday
LOC03,TARIFA,11/01/2024,10.5,knots,315,,morning
LOC09,"Lake Garda, Italy",21 Feb 2023,34.4 km/h,km/h,E,22.0,afternoon
LOC07,Dakhla,10 Aug 2024,4,beaufort,270°,20.6,afternoon
LOC04,maui,Sep 09 2024,3,beaufort,45,8.8,allday
LOC09,Lago di Garda,Mar 06 2023,7,beaufort,270°,33.2,morning
LOC09,Garda,2024-01-03,6.9 m/s,m/s,N,14.9,morning
LOC01,Cumbuco,08/08/2023,35.4 km/h,km/h,E,22.8,allday
LOC07,Dakhla,Apr 23 2023,9.3 m/s,m/s,270,22.7,afternoon
LOC02,Jeri,11 Jul 2024,8.2 m/s,m/s,N,21.9,allday
LOC04,Maui,09/25/2023,4,beaufort,135,22.0,allday
LOC06,"Cabarete, Dominican Rep.",2023-06-10,6.3 m/s,m/s,225,14.8,morning
LOC03,Tarifa,Aug 15 2024,2.5,knots,northeast,3.3,morning
LOC04,"Maui, Hawaii",12/17/2024,36.9 km/h,km/h,NE,25.8,allday
LOC01,"Cumbuco, Brazil",Feb 13 2023,19.1,knots,northwest,22.2,allday
LOC09,Lago di Garda,Aug 28 2023,4,beaufort,180°,20.7,morning
LOC07,"Dakhla, Morocco",08 Oct 2024,36.1 knots,knots,N,21.0,afternoon
LOC05,Cape Town,15 Jun 2023,35.0 knots,knots,east,40.1,allday
LOC04,"Maui, Hawaii",06 Nov 2024,-5.0,knots,N,28.0,allday
LOC05,"Cape Town, South Africa",Aug 06 2024,8,beaufort,northwest,39.9,allday
LOC03,TARIFA,01/21/2023,15.7,knots,E,18.9,afternoon
LOC07,"Dakhla, Morocco",04/30/2023,-5.0,knots,west,11.7,morning
LOC09,"Lake Garda, Italy",May 30 2024,9.0 m/s,m/s,45,15.5,afternoon
LOC04,"Maui, Hawaii",2024-06-27,24.5,knots,SE,19.7,allday
LOC03,Tarifa,18 Aug 2023,2,beaufort,315°,11.5,morning
LOC10,"Boracay, Philippines",22/08/2023,9.4 m/s,m/s,135°,23.7,allday
LOC06,cabarete,Mar 24 2024,8,beaufort,180,34.5,afternoon
LOC03,"Tarifa, Spain",18/09/2023,26.7 km/h,km/h,0°,19.4,afternoon
LOC06,"Cabarete, Dominican Rep.",09/02/2024,20.1 knots,knots,NW,24.5,afternoon
LOC06,cabarete,08/17/2023,23.0 km/h,km/h,45,15.1,morning
LOC07,Dakhla,20 May 2024,12.0 knots,knots,E,15.2,morning
LOC03,Tarifa,Jan 22 2023,22.9 knots,knots,315°,30.5,afternoon
LOC01,"Cumbuco, Brazil",01/11/2024,13.1 m/s,m/s,S,29.9,allday
LOC09,Garda,24/09/2024,24.0 knots,knots,southeast,,morning
LOC08,Guajiru,2024-07-31,8.8 m/s,m/s,180°,23.6,allday
LOC02,Jeri,16 Jun 2023,39.8 km/h,km/h,180°,25.3,allday
LOC08,Ilha Guajiru,04/28/2024,24.0,knots,northwest,27.8,allday
LOC03,TARIFA,Sep 08 2024,14.4 km/h,km/h,0,9.7,morning
LOC04,Maui,2023-10-25,10.5 knots,knots,45,14.4,allday
LOC03,Tarifa,2024-12-29,4,beaufort,315,19.5,morning
LOC08,Guajiru,Apr 04 2024,12.0 m/s,m/s,225°,27.8,allday
LOC07,"Dakhla, Morocco",Jul 12 2023,5,beaufort,180,22.9,afternoon
LOC03,"Tarifa, Spain",2024-08-16,30.4,knots,90°,36.4,afternoon
LOC07,Dakhla,Dec 29 2023,11.0 m/s,m/s,S,25.9,afternoon
LOC07,"Dakhla, Morocco",01 Dec 2023,2,beaufort,SW,10.3,morning
LOC06,cabarete,28/12/2024,4,beaufort,225,20.8,afternoon
LOC01,cumbuco,03/01/2023,11.3 m/s,m/s,N,,allday
LOC03,TARIFA,Apr 13 2024,1,beaufort,0°,8.0,morning
LOC05,"Cape Town, South Africa",27 Jun 2023,11.7 m/s,m/s,315°,31.2,allday
LOC03,Tarifa,17 Jun 2023,18.7,knots,southeast,8.7,afternoon
LOC09,Lago di Garda,26/02/2024,5,beaufort,southeast,24.5,afternoon
LOC07,DAKHLA,Jan 07 2024,13.6 m/s,m/s,northwest,35.7,afternoon
LOC01,cumbuco,06/15/2024,4,beaufort,0°,19.6,allday
LOC09,Lago di Garda,29 Apr 2024,8.2 m/s,m/s,southeast,20.6,afternoon
LOC09,Garda,13 May 2024,45.2 km/h,km/h,180,27.3,morning
LOC07,"Dakhla, Morocco",Nov 21 2024,32.2 km/h,km/h,NW,24.2,morning
LOC07,"Dakhla, Morocco",04/02/2024,6.9 m/s,m/s,135,17.8,morning
LOC04,maui,13 Aug 2023,14.1,knots,SW,18.9,allday
LOC09,Garda,23 Nov 2024,34.1 km/h,km/h,SE,23.0,morning
LOC02,"Jericoacoara, Brazil",2023-01-01,21.7 knots,knots,east,24.4,allday
LOC04,Maui,25/05/2024,7.2 m/s,m/s,270°,18.7,allday
LOC03,TARIFA,2024-03-28,22.3,knots,east,11.3,afternoon
LOC07,"Dakhla, Morocco",2023-12-07,10.6,knots,90°,12.7,morning
LOC07,Dakhla,10/03/2023,11.6 m/s,m/s,SE,26.8,afternoon
LOC03,TARIFA,19/07/2024,24.1,knots,northeast,29.5,afternoon
LOC03,TARIFA,27/07/2024,42.0 km/h,km/h,45°,26.9,afternoon
LOC09,"Lake Garda, Italy",18/09/2023,13.8 m/s,m/s,E,,morning
LOC08,Guajiru,01/30/2023,27.2 km/h,km/h,southeast,10.7,allday
LOC08,Guajiru,2023-11-23,41.5 km/h,km/h,southeast,25.7,allday
LOC07,"Dakhla, Morocco",12/11/2023,5.2,knots,90°,5.9,morning
LOC07,"Dakhla, Morocco",12/12/2023,6,beaufort,east,25.0,afternoon
LOC09,"Lake Garda, Italy",29 Oct 2024,18.5,knots,270°,23.9,afternoon
LOC02,jericoacoara,08 Jun 2024,18.4 knots,knots,270,23.7,allday
LOC03,TARIFA,02/12/2023,10.0 km/h,km/h,NE,2.2,morning
LOC08,"Ilha do Guajiru, Brazil",23 Feb 2023,40.9 km/h,km/h,west,26.9,allday
LOC08,"Ilha do Guajiru, Brazil",09/01/2023,21.7 knots,knots,270°,29.6,allday
LOC09,"Lake Garda, Italy",12/12/2023,4,beaufort,90,17.7,afternoon
LOC10,Boracay,23 Feb 2023,11.1,knots,east,12.7,allday
LOC06,Cabarete,2023-11-15,8.4 knots,knots,northwest,10.5,morning
LOC09,Garda,26/10/2024,7.8 m/s,m/s,225,19.4,afternoon
LOC10,boracay,23/12/2023,5,beaufort,0°,23.8,allday
LOC06,Cabarete,2023-12-16,10.9 m/s,m/s,135,26.6,afternoon
LOC08,Guajiru,09/02/2023,29.4 km/h,km/h,NW,19.6,allday
LOC06,cabarete,08 Feb 2023,2,beaufort,0°,6.3,morning
LOC04,"Maui, Hawaii",11 Aug 2024,3,beaufort,SE,14.1,allday
LOC10,"Boracay, Philippines",02/13/2024,32.6 km/h,km/h,135°,21.6,allday
LOC06,"Cabarete, Dominican Rep.",25/04/2024,12.6 km/h,km/h,NE,7.9,morning
LOC05,Cape Town,Jul 09 2023,9,beaufort,180°,45.1,allday
LOC07,"Dakhla, Morocco",07/31/2023,12.0 knots,knots,135°,16.8,morning
LOC09,Lago di Garda,22/09/2024,7,beaufort,north,33.7,morning
LOC03,Tarifa,07/10/2024,2.6,knots,north,1.1,morning
LOC07,DAKHLA,04/26/2023,20.0 km/h,km/h,E,7.7,morning
LOC03,Tarifa,2023-04-04,25.8,knots,0°,36.0,afternoon
LOC10,boracay,02/12/2023,4,beaufort,SW,18.5,allday
LOC07,"Dakhla, Morocco",Jun 12 2024,22.2 km/h,km/h,135°,,morning
